seed,pdiff_honest,pdiff_lazy,pdiff_spoof,ub_honest,ub_lazy,ub_spoof,ub_leak_honest,seal_eps0.05_lamB_honest,seal_eps0.05_lamB_lazy,seal_eps0.05_lamB_spoof,seal_eps0.05_lamA_honest,seal_eps0.05_lamA_lazy,seal_eps0.05_lamA_spoof,seal_eps0.05_flag_honest,seal_eps0.05_flag_lazy,seal_eps0.05_flag_spoof,seal_eps0.05_leak,seal_eps0.1_lamB_honest,seal_eps0.1_lamB_lazy,seal_eps0.1_lamB_spoof,seal_eps0.1_lamA_honest,seal_eps0.1_lamA_lazy,seal_eps0.1_lamA_spoof,seal_eps0.1_flag_honest,seal_eps0.1_flag_lazy,seal_eps0.1_flag_spoof,seal_eps0.1_leak,seal_eps0.25_lamB_honest,seal_eps0.25_lamB_lazy,seal_eps0.25_lamB_spoof,seal_eps0.25_lamA_honest,seal_eps0.25_lamA_lazy,seal_eps0.25_lamA_spoof,seal_eps0.25_flag_honest,seal_eps0.25_flag_lazy,seal_eps0.25_flag_spoof,seal_eps0.25_leak,seal_eps0.5_lamB_honest,seal_eps0.5_lamB_lazy,seal_eps0.5_lamB_spoof,seal_eps0.5_lamA_honest,seal_eps0.5_lamA_lazy,seal_eps0.5_lamA_spoof,seal_eps0.5_flag_honest,seal_eps0.5_flag_lazy,seal_eps0.5_flag_spoof,seal_eps0.5_leak,seal_eps1_lamB_honest,seal_eps1_lamB_lazy,seal_eps1_lamB_spoof,seal_eps1_lamA_honest,seal_eps1_lamA_lazy,seal_eps1_lamA_spoof,seal_eps1_flag_honest,seal_eps1_flag_lazy,seal_eps1_flag_spoof,seal_eps1_leak,seal_eps2_lamB_honest,seal_eps2_lamB_lazy,seal_eps2_lamB_spoof,seal_eps2_lamA_honest,seal_eps2_lamA_lazy,seal_eps2_lamA_spoof,seal_eps2_flag_honest,seal_eps2_flag_lazy,seal_eps2_flag_spoof,seal_eps2_leak,seal_eps4_lamB_honest,seal_eps4_lamB_lazy,seal_eps4_lamB_spoof,seal_eps4_lamA_honest,seal_eps4_lamA_lazy,seal_eps4_lamA_spoof,seal_eps4_flag_honest,seal_eps4_flag_lazy,seal_eps4_flag_spoof,seal_eps4_leak,seal_eps1e+06_lamB_honest,seal_eps1e+06_lamB_lazy,seal_eps1e+06_lamB_spoof,seal_eps1e+06_lamA_honest,seal_eps1e+06_lamA_lazy,seal_eps1e+06_lamA_spoof,seal_eps1e+06_flag_honest,seal_eps1e+06_flag_lazy,seal_eps1e+06_flag_spoof,seal_eps1e+06_leak
0,0.5273683359668662,0.5461863132771847,16.276077546246448,-0.012119802151448198,-0.010156347357324591,11.958038069141816,0.502301164953796,119.34282646791516,119.36246276710058,123.44600029819152,-0.011272046975611691,-0.010632171629606441,13.949522426173496,False,False,False,0.5075668357844899,59.74789460177383,59.767530900959436,63.85106843205017,-0.011272046975611691,-0.010632171629606441,13.949522426173496,False,False,False,0.507567201816176,23.990604039818987,24.01024033900451,28.09377787009526,-0.011272046975611691,-0.010632171629606441,13.949522426173496,False,False,False,0.5075679338795481,12.070965248847877,12.090601548033428,16.174139079124142,-0.011272046975611691,-0.010632171629606441,13.949522426173496,False,False,False,0.5075671103082545,6.1101670739225105,6.129803373108049,10.213340904198795,-0.011272046975611691,-0.010632171629606441,13.949522426173496,False,False,False,0.5075697335353381,3.1279424623375935,3.147578761523134,7.231116292613874,-0.011272046975611691,-0.010632171629606441,13.949522426173496,False,False,False,0.5075710451488799,1.6336222588872673,1.6532585580728059,5.736796089163546,-0.011272046975611691,-0.010632171629606441,13.949522426173496,False,False,False,0.5075747054657407,0.024854844108143218,0.044491143293684206,4.128028674384425,-0.011272046975611691,-0.010632171629606441,13.949522426173496,False,False,False,0.5047833783303203
1,0.61845269727946,0.6293424607580425,11.09892216783262,-0.060201811199434706,-0.058833026742871136,10.482991875196348,0.5084725452658093,135.1165544232078,135.11545134587635,138.50652479093733,-0.0004149686170810745,-0.0009820094360030666,9.286059617647098,False,False,False,0.5017787558657266,67.62690873111963,67.62580565378782,71.01687909884873,-0.0004149686170810745,-0.0009820094360030666,9.286059617647098,False,False,False,0.5017789713307205,27.132745966475525,27.1316428891438,30.522716334204734,-0.0004149686170810745,-0.0009820094360030666,9.286059617647098,False,False,False,0.5017819878406332,13.634077982640504,13.632974905308709,17.024048350369718,-0.0004149686170810745,-0.0009820094360030666,9.286059617647098,False,False,False,0.5017835576570164,6.883635549526116,6.882532472194357,10.273605917255331,-0.0004149686170810745,-0.0009820094360030666,9.286059617647098,False,False,False,0.5017859893333747,3.5063469763606703,3.505243899028905,6.896317344089877,-0.0004149686170810745,-0.0009820094360030666,9.286059617647098,False,False,False,0.5017943924681318,1.8140698325941735,1.8129667552624091,5.204040200323379,-0.0004149686170810745,-0.0009820094360030666,9.286059617647098,False,False,False,0.5018083669120136,-0.007815677205468963,-0.008918754537236659,3.382154690523736,-0.0004149686170810745,-0.0009820094360030666,9.286059617647098,False,False,False,0.5089967408149427
2,0.5090636141933702,0.5257776667115381,12.742231997951576,0.0008326891611555559,-0.00798914359749939,11.67715555419443,0.5045226777778449,-505.1633131414429,-505.15990645308864,-502.18843882332897,-0.005280482438087234,-0.007164243174970481,11.911871432255076,False,False,False,0.5021388398242859,-252.85718668640894,-252.85377999805468,-249.88231236829503,-0.005280482438087234,-0.007164243174970481,11.911871432255076,False,False,False,0.502138778266967,-101.47210759145818,-101.46870090310385,-98.49723327334426,-0.005280482438087234,-0.007164243174970481,11.911871432255076,False,False,False,0.5021375163419293,-51.00812016970679,-51.0047134813525,-48.03324585159287,-0.005280482438087234,-0.007164243174970481,11.911871432255076,False,False,False,0.5021362851955511,-25.771982615699176,-25.768575927344873,-22.79710829758525,-0.005280482438087234,-0.007164243174970481,11.911871432255076,False,False,False,0.5021362236382321,-13.146185145908749,-13.142778457554439,-10.171310827794812,-0.005280482438087234,-0.007164243174970481,11.911871432255076,False,False,False,0.5021349001558755,-6.819705185114343,-6.8162984967600355,-3.844830867000413,-0.005280482438087234,-0.007164243174970481,11.911871432255076,False,False,False,0.502129883234384,-0.00869186435557901,-0.005285176001270204,2.966182453758352,-0.005280482438087234,-0.007164243174970481,11.911871432255076,False,False,False,0.5024783899954091
3,0.5481191973985409,0.5595342041365531,16.349646135617068,-0.031746104902610976,-0.026842931950188765,15.964082426610133,0.5034338184940004,-1764.0136634493856,-1764.0182370948896,-1759.6526909802967,-0.0099818240476635,-0.010126059838664445,13.697384478726475,False,False,False,0.502557018370932,-882.9595692545142,-882.964142900018,-878.5985967854253,-0.0099818240476635,-0.010126059838664445,13.697384478726475,False,False,False,0.5025574835991544,-354.322212680489,-354.326786325993,-349.9612402114004,-0.0099818240476635,-0.010126059838664445,13.697384478726475,False,False,False,0.5025569873557172,-178.10174846890573,-178.10632211440966,-173.7407759998171,-0.0099818240476635,-0.010126059838664445,13.697384478726475,False,False,False,0.5025597166946216,-89.97704604482095,-89.98161969032495,-85.61607357573232,-0.0099818240476635,-0.010126059838664445,13.697384478726475,False,False,False,0.5025590963903253,-45.88770620385345,-45.89227984935747,-41.52673373476484,-0.0099818240476635,-0.010126059838664445,13.697384478726475,False,False,False,0.5025606781662812,-23.7956105832855,-23.80018422878952,-19.434638114196886,-0.0099818240476635,-0.010126059838664445,13.697384478726475,False,False,False,0.5025655165397938,-0.011522356082682803,-0.016096001586700368,4.3494501130059335,-0.0099818240476635,-0.010126059838664445,13.697384478726475,False,False,False,0.5031690726202646
4,0.6693641023286738,0.6786109265509135,13.137421174984308,-0.053864086210142416,-0.05161541404502221,11.549130906034312,0.5007553484315203,1001.9550554081308,1001.9600556216858,1005.4104195185491,-0.008331445978340192,-0.007552174228272909,12.479041592056774,False,False,False,0.505017897008297,501.51506863192594,501.520068845481,504.97043274234437,-0.008331445978340192,-0.007552174228272909,12.479041592056774,False,False,False,0.5050176805583617,201.24829332675444,201.2532935403096,204.70365743717286,-0.008331445978340192,-0.007552174228272909,12.479041592056774,False,False,False,0.5050156088232662,101.15481738606373,101.15981759961886,104.61018149648214,-0.008331445978340192,-0.007552174228272909,12.479041592056774,False,False,False,0.5050148048663635,51.0998602542129,51.10486046776803,54.55522436463134,-0.008331445978340192,-0.007552174228272909,12.479041592056774,False,False,False,0.5050155779018468,26.057052108422436,26.06205232197757,29.512416218840876,-0.008331445978340192,-0.007552174228272909,12.479041592056774,False,False,False,0.5050135370881708,13.508710169987086,13.51371038354222,16.964074280405526,-0.008331445978340192,-0.007552174228272909,12.479041592056774,False,False,False,0.5050146502592668,-0.0006859911898999227,0.0043142223652322224,3.454678119228541,-0.008331445978340192,-0.007552174228272909,12.479041592056774,False,False,False,0.5004076679925153
5,0.5621999147563639,0.5793071090909879,13.88584133160072,-0.013831432117971939,-0.0151654414423406,10.69907366841877,0.5061685687069699,-1590.4814880669035,-1590.4781642222736,-1587.6555532495404,-0.0011106682752453226,-0.0019057106624200543,12.599465472745663,False,False,False,0.5045244467940115,-796.0823851448714,-796.0790613002414,-793.2564503275079,-0.0011106682752453226,-0.0019057106624200543,12.599465472745663,False,False,False,0.5045244776012727,-319.43850527363657,-319.4351814290067,-316.612570456273,-0.0011106682752453226,-0.0019057106624200543,12.599465472745663,False,False,False,0.5045244467940115,-160.5499879753751,-160.5466641307453,-157.7240531580116,-0.0011106682752453226,-0.0019057106624200543,12.599465472745663,False,False,False,0.5045259563498078,-81.0926822183009,-81.08935837367106,-78.2667474009374,-0.0011106682752453226,-0.0019057106624200543,12.599465472745663,False,False,False,0.504529529992101,-41.339695144226354,-41.3363712995965,-38.51376032686285,-0.0011106682752453226,-0.0019057106624200543,12.599465472745663,False,False,False,0.5045319329584705,-21.420440403478,-21.417116558848157,-18.594505586114504,-0.0011106682752453226,-0.0019057106624200543,12.599465472745663,False,False,False,0.5045339970449675,0.024393093123854202,0.027716937753696456,2.8503279104873527,-0.0011106682752453226,-0.0019057106624200543,12.599465472745663,False,False,False,0.5055958309149633
6,0.5654528966770702,0.5678327055360035,15.059886138004053,-0.027028816235341455,-0.025097049701093797,11.366633536607733,0.5046517965247609,-908.4762596895089,-908.4818049675866,-904.1681843748568,0.010203836047805467,0.0075685136299219,13.215921925451385,False,False,False,0.5113157338202314,-454.7328800068969,-454.73842528497465,-450.4248046922448,0.010203836047805467,0.0075685136299219,13.215921925451385,False,False,False,0.5113160420148111,-182.48432866502336,-182.48987394310114,-178.17625335037133,0.010203836047805467,0.0075685136299219,13.215921925451385,False,False,False,0.5113157954591474,-91.73068535590173,-91.73623063397952,-87.4226100412497,0.010203836047805467,0.0075685136299219,13.215921925451385,False,False,False,0.5113142236667918,-46.34641147886028,-46.35195675693807,-42.038336164208296,0.010203836047805467,0.0075685136299219,13.215921925451385,False,False,False,0.5113132682635954,-23.640375380478478,-23.645920658556275,-19.332300065826487,0.010203836047805467,0.0075685136299219,13.215921925451385,False,False,False,0.5113089227200243,-12.262933067690364,-12.268478345768163,-7.954857753038373,0.010203836047805467,0.0075685136299219,13.215921925451385,False,False,False,0.5113095391091833,-0.01411356161644029,-0.019658839694239146,4.293961753035554,0.010203836047805467,0.0075685136299219,13.215921925451385,False,False,False,0.5069046064426105
7,0.5417114349214547,0.5636307411114652,17.666452084636312,-0.0004897306397224928,0.00380680184242512,14.412653277089463,0.5062525021507059,-304.5735311903704,-304.5783152353314,-300.22791958434703,-0.012789492024193322,-0.011112090008951123,14.817658961970377,False,False,False,0.5019339971281058,-152.46284276200092,-152.46762680696187,-148.1172311559776,-0.012789492024193322,-0.011112090008951123,14.817658961970377,False,False,False,0.5019331007430476,-61.195583728478866,-61.20036777343992,-56.84997212245555,-0.012789492024193322,-0.011112090008951123,14.817658961970377,False,False,False,0.5019337189396396,-30.77178080536115,-30.77656485032214,-26.42616919933784,-0.012789492024193322,-0.011112090008951123,14.817658961970377,False,False,False,0.5019322352678188,-15.557381097563079,-15.562165142524105,-11.211769491539744,-0.012789492024193322,-0.011112090008951123,14.817658961970377,False,False,False,0.5019313697925901,-7.945521757995014,-7.950305802956043,-3.5999101519716983,-0.012789492024193322,-0.011112090008951123,14.817658961970377,False,False,False,0.5019269496869576,-4.131404218775342,-4.13618826373637,0.21420738724797558,-0.012789492024193322,-0.011112090008951123,14.817658961970377,False,False,False,0.5019165021645535,-0.025170495195697303,-0.02995454015672491,4.320441110827622,-0.012789492024193322,-0.011112090008951123,14.817658961970377,False,False,False,0.5055038969876764
8,0.5268189704044159,0.5446502917581566,15.07875833946001,-0.018349967182061614,-0.02312368160409957,15.561342042323675,0.5004019789362112,-862.3384282725602,-862.3475593017813,-858.0787223604893,-0.007200409366520424,-0.007912997840135553,13.363462248298722,False,False,False,0.5017887098775594,-431.65177214712696,-431.6609031763478,-427.3920662350563,-0.007200409366520424,-0.007912997840135553,13.363462248298722,False,False,False,0.5017887715662509,-173.23738317148528,-173.24651420070614,-168.97767725941455,-0.007200409366520424,-0.007912997840135553,13.363462248298722,False,False,False,0.5017895426748951,-87.09533698814187,-87.10446801736275,-82.83563107607114,-0.007200409366520424,-0.007912997840135553,13.363462248298722,False,False,False,0.5017905605383053,-44.017240354630005,-44.0263713838509,-39.75753444255928,-0.007200409366520424,-0.007912997840135553,13.363462248298722,False,False,False,0.5017934599068075,-22.464999156277194,-22.474130185498076,-18.20529324420646,-0.007200409366520424,-0.007912997840135553,13.363462248298722,False,False,False,0.5017937375059194,-11.665695399201343,-11.674826428422225,-7.405989487130606,-0.007200409366520424,-0.007912997840135553,13.363462248298722,False,False,False,0.5017949095910585,-0.03929300795314864,-0.04842403717402966,4.22041290411759,-0.007200409366520424,-0.007912997840135553,13.363462248298722,False,False,False,0.5010208707340303
9,0.5892687199187658,0.6035477723569922,13.523913382230804,-0.019979949519630003,-0.023406953701639508,11.965925590256829,0.5031388602571303,-671.8816011184047,-671.8671229100223,-668.2895764021722,-0.005860927085208619,-0.009800603921818567,11.839852494232318,False,False,False,0.503050753306711,-336.29939048776896,-336.2849122793865,-332.7073657715365,-0.005860927085208619,-0.009800603921818567,11.839852494232318,False,False,False,0.503051154494226,-134.94819774044907,-134.93371953206653,-131.35617302421662,-0.005860927085208619,-0.009800603921818567,11.839852494232318,False,False,False,0.5030524197779273,-67.82808181553496,-67.81360360715242,-64.23605709930251,-0.005860927085208619,-0.009800603921818567,11.839852494232318,False,False,False,0.5030521111721464,-34.262512294328765,-34.248034085946244,-30.670487578096317,-0.005860927085208619,-0.009800603921818567,11.839852494232318,False,False,False,0.5030518642875219,-17.469447910923556,-17.45496970254104,-13.877423194691113,-0.005860927085208619,-0.009800603921818567,11.839852494232318,False,False,False,0.5030501052345713,-9.054851877988247,-9.040373669605726,-5.462827161755802,-0.005860927085208619,-0.009800603921818567,11.839852494232318,False,False,False,0.5030516174028972,0.004202449898967987,0.018680658281485303,3.5962271661314134,-0.005860927085208619,-0.009800603921818567,11.839852494232318,False,False,False,0.5031263925835858
